KVALUES
Results of phase equilibrium constant Ki at temperature = 530

P(psia)  K[1]	K[2]	K[3]	K[4]	K[5]	K[6]	K[7]	K[8]	K[9]	
    2375   0.9834112    1.752347    1.418473   0.8169366   0.6105958   0.3605464   0.2894624  0.09460357  0.01334282  
    2376   0.9834025    1.751032    1.417855   0.8171563   0.6110148   0.3610271   0.2899291  0.09490752  0.01342302  
    2377   0.9833934    1.749717    1.417236   0.8173752   0.6114331   0.3615078   0.2903959  0.09521188  0.01350355  
    2378   0.9833844    1.748404    1.416618   0.8175942   0.6118516   0.3619891   0.2908634   0.0955172  0.01358455  
    2379   0.9833755    1.747092       1.416   0.8178133   0.6122705   0.3624711   0.2913317  0.09582346  0.01366602  
    2380   0.9833668    1.745781    1.415382   0.8180325   0.6126896   0.3629538   0.2918007  0.09613067  0.01374797  
    2381   0.9833582    1.744471    1.414764   0.8182518   0.6131089   0.3634371   0.2922705  0.09643884   0.0138304  
    2382   0.9833497    1.743163    1.414147   0.8184712   0.6135286    0.363921   0.2927411  0.09674796   0.0139133  
    2383   0.9833414    1.741855    1.413531   0.8186908   0.6139485   0.3644057   0.2932124  0.09705804   0.0139967  
    2384   0.9833332    1.740549    1.412914   0.8189104   0.6143687    0.364891   0.2936846  0.09736908  0.01408057  
    2385   0.9833257    1.739244    1.412299   0.8191311   0.6147903   0.3653778   0.2941583  0.09768165   0.0141651  
    2386   0.9833178    1.737939    1.411683    0.819351   0.6152111   0.3658644    0.294632  0.09799463  0.01424996  
    2387     0.98331    1.736636    1.411068    0.819571   0.6156321   0.3663517   0.2951064  0.09830859  0.01433532  
    2388   0.9833024    1.735335    1.410452   0.8197911   0.6160535   0.3668397   0.2955817  0.09862352  0.01442117  
    2389   0.9832948    1.734034    1.409838   0.8200113   0.6164751   0.3673284   0.2960577  0.09893943  0.01450753  
    2390   0.9832874    1.732734    1.409223   0.8202316    0.616897   0.3678177   0.2965345  0.09925631  0.01459439  
    2391   0.9832802    1.731436    1.408609   0.8204521   0.6173191   0.3683077   0.2970121  0.09957418  0.01468175  
    2392    0.983273    1.730139    1.407995   0.8206726   0.6177415   0.3687983   0.2974905  0.09989303  0.01476963  
    2393   0.9832666    1.728843    1.407382   0.8208942   0.6181654   0.3692905   0.2979704   0.1002135  0.01485818  
    2394   0.9832597    1.727548    1.406769   0.8211149   0.6185884   0.3697826   0.2984504   0.1005343  0.01494708  
    2395    0.983253    1.726254    1.406156   0.8213358   0.6190117   0.3702753   0.2989311   0.1008562   0.0150365  
    2396   0.9832464    1.724961    1.405543   0.8215568   0.6194352   0.3707686   0.2994127    0.101179  0.01512645  
    2397   0.9832399    1.723669    1.404931   0.8217779    0.619859   0.3712627    0.299895   0.1015028  0.01521691  
    2398   0.9832336    1.722379    1.404319   0.8219991   0.6202831   0.3717574   0.3003781   0.1018277  0.01530791  
    2399   0.9832274    1.721089    1.403707   0.8222204   0.6207075   0.3722528    0.300862   0.1021535  0.01539943  
    2400   0.9832213    1.719801    1.403095   0.8224418   0.6211322   0.3727489   0.3013467   0.1024804  0.01549148  
    2401   0.9832159    1.718514    1.402485   0.8226643   0.6215583   0.3732466   0.3018331   0.1028089  0.01558425  
    2402   0.9832101    1.717228    1.401874   0.8228859   0.6219835   0.3737441   0.3023194   0.1031378  0.01567739  
    2403   0.9832044    1.715943    1.401264   0.8231077    0.622409   0.3742422   0.3028065   0.1034677  0.01577106  
    2404   0.9831988    1.714659    1.400653   0.8233295   0.6228348   0.3747411   0.3032944   0.1037986  0.01586528  
    2405   0.9831933    1.713376    1.400043   0.8235515   0.6232608   0.3752406   0.3037831   0.1041306  0.01596005  
    2406    0.983188    1.712095    1.399434   0.8237735   0.6236871   0.3757408   0.3042726   0.1044636  0.01605537  
    2407   0.9831828    1.710814    1.398824   0.8239957   0.6241137   0.3762417   0.3047629   0.1047976  0.01615124  
    2408   0.9831783    1.709535    1.398216   0.8242189   0.6245418   0.3767442   0.3052549   0.1051333  0.01624786  
    2409   0.9831734    1.708257    1.397607   0.8244413    0.624969   0.3772465   0.3057468   0.1054694  0.01634485  
    2410   0.9831686     1.70698    1.396999   0.8246638   0.6253964   0.3777494   0.3062396   0.1058066  0.01644241  
    2411   0.9831639    1.705703    1.396391   0.8248864   0.6258241   0.3782531   0.3067331   0.1061447  0.01654054  
    2412   0.9831594    1.704428    1.395783   0.8251091   0.6262521   0.3787574   0.3072275    0.106484  0.01663924  
    2413   0.9831549    1.703155    1.395175   0.8253319   0.6266804   0.3792625   0.3077227   0.1068243   0.0167385  
    2414   0.9831506    1.701882    1.394568   0.8255548    0.627109   0.3797682   0.3082187   0.1071656  0.01683835  
    2415   0.9831464     1.70061    1.393961   0.8257778   0.6275378   0.3802746   0.3087155    0.107508  0.01693878  
    2416    0.983143    1.699339    1.393355   0.8260019   0.6279681   0.3807827    0.309214   0.1078521  0.01703999  
    2417    0.983139     1.69807    1.392748   0.8262252   0.6283975   0.3812906   0.3097125   0.1081967  0.01714159  
    2418   0.9831352    1.696801    1.392142   0.8264485   0.6288271   0.3817991   0.3102117   0.1085423  0.01724377  
    2419   0.9831316    1.695534    1.391536   0.8266719   0.6292571   0.3823083   0.3107118    0.108889  0.01734656  
    2420    0.983128    1.694268    1.390931   0.8268955   0.6296873   0.3828183   0.3112128   0.1092367  0.01744994  
    2421   0.9831246    1.693003    1.390325   0.8271191   0.6301178   0.3833289   0.3117145   0.1095855  0.01755391  
    2422   0.9831213    1.691738     1.38972   0.8273429   0.6305485   0.3838402   0.3122171   0.1099354   0.0176585  
    2423   0.9831187    1.690475    1.389116   0.8275677   0.6309808   0.3843533   0.3127214   0.1102871   0.0177639  
    2424   0.9831156    1.689213    1.388512   0.8277917   0.6314121    0.384866   0.3132256   0.1106392   0.0178697  
    2425   0.9831127    1.687953    1.387908   0.8280157   0.6318438   0.3853795   0.3137307   0.1109923  0.01797612  
    2426   0.9831099    1.686693    1.387304   0.8282399   0.6322756   0.3858937   0.3142366   0.1113466  0.01808315  
    2427   0.9831072    1.685434      1.3867   0.8284642   0.6327078   0.3864085   0.3147433    0.111702  0.01819081  
    2428   0.9831046    1.684176    1.386097   0.8286885   0.6331402   0.3869241   0.3152509   0.1120584  0.01829909  
    2429   0.9831021     1.68292    1.385494    0.828913   0.6335729   0.3874404   0.3157593    0.112416    0.018408  
    2430   0.9831004    1.681664    1.384892   0.8291386   0.6340072   0.3879584   0.3162695   0.1127754  0.01851776  
    2431   0.9830982     1.68041    1.384289   0.8293633   0.6344405   0.3884761   0.3167796   0.1131352  0.01862794  
    2432   0.9830961    1.679156    1.383687   0.8295881    0.634874   0.3889946   0.3172905   0.1134961  0.01873875  
    2433   0.9830941    1.677904    1.383085    0.829813   0.6353078   0.3895137   0.3178023   0.1138581  0.01885021  
    2434   0.9830923    1.676653    1.382484   0.8300379   0.6357419   0.3900336   0.3183149   0.1142212  0.01896232  
    2435   0.9830906    1.675402    1.381882    0.830263   0.6361763   0.3905542   0.3188284   0.1145855  0.01907507  
    2436    0.983089    1.674153    1.381281   0.8304882    0.636611   0.3910755   0.3193427   0.1149509  0.01918848  
    2437   0.9830881    1.672905    1.380681   0.8307145   0.6370472   0.3915985   0.3198588   0.1153182  0.01930278  
    2438   0.9830867    1.671658     1.38008   0.8309399   0.6374824   0.3921213   0.3203749   0.1156858  0.01941751  
    2439   0.9830855    1.670412     1.37948   0.8311654   0.6379179   0.3926447   0.3208917   0.1160546  0.01953291  
    2440   0.9830844    1.669167     1.37888    0.831391   0.6383537   0.3931689   0.3214095   0.1164246  0.01964897  
    2441   0.9830833    1.667923     1.37828   0.8316167   0.6387897   0.3936938    0.321928   0.1167957   0.0197657  
    2442   0.9830824     1.66668    1.377681   0.8318425    0.639226   0.3942194   0.3224475   0.1171679  0.01988311  
    2443   0.9830817    1.665438    1.377081   0.8320684   0.6396626   0.3947458   0.3229678   0.1175413   0.0200012  
    2444   0.9830816    1.664197    1.376483   0.8322954   0.6401008   0.3952739   0.3234899   0.1179166  0.02012023  
    2445   0.9830811    1.662957    1.375884   0.8325215    0.640538   0.3958018    0.324012   0.1182923  0.02023969  
    2446   0.9830807    1.661719    1.375286   0.8327477   0.6409754   0.3963303   0.3245348   0.1186692  0.02035985  
    2447   0.9830804    1.660481    1.374688    0.832974   0.6414132   0.3968596   0.3250586   0.1190473   0.0204807  
    2448   0.9830802    1.659244     1.37409   0.8332004   0.6418512   0.3973896   0.3255832   0.1194265  0.02060226  
    2449   0.9830801    1.658009    1.373492   0.8334269   0.6422894   0.3979203   0.3261087   0.1198069  0.02072451  
    2450   0.9830802    1.656774    1.372895   0.8336535    0.642728   0.3984518    0.326635   0.1201884  0.02084747  
    2451    0.983081     1.65554    1.372298   0.8338813   0.6431681   0.3989851   0.3271633    0.120572  0.02097141  
    2452   0.9830812    1.654308    1.371701   0.8341081   0.6436072   0.3995181   0.3276915   0.1209559  0.02109581  
    2453   0.9830816    1.653076    1.371105    0.834335   0.6440466   0.4000517   0.3282204   0.1213411  0.02122092  
    2454   0.9830822    1.651846    1.370508    0.834562   0.6444863   0.4005862   0.3287503   0.1217274  0.02134676  
    2455   0.9830828    1.650616    1.369912    0.834789   0.6449262   0.4011213    0.329281   0.1221149  0.02147332  
    2456   0.9830835    1.649388    1.369316   0.8350162   0.6453664   0.4016572   0.3298126   0.1225036  0.02160062  
    2457    0.983085     1.64816    1.368721   0.8352446   0.6458083    0.402195   0.3303462   0.1228944  0.02172893  
    2458    0.983086    1.646934    1.368126    0.835472   0.6462491   0.4027324   0.3308796   0.1232855  0.02185771  
    2459   0.9830871    1.645708    1.367531   0.8356995   0.6466901   0.4032705   0.3314139   0.1236779  0.02198723  
    2460   0.9830883    1.644484    1.366936    0.835927   0.6471315   0.4038094   0.3319491   0.1240715  0.02211751  
    2461   0.9830896     1.64326    1.366341   0.8361547   0.6475731    0.404349   0.3324851   0.1244662  0.02224853  
    2462    0.983091    1.642038    1.365747   0.8363825    0.648015   0.4048894    0.333022   0.1248622  0.02238031  
    2463   0.9830932    1.640816    1.365153   0.8366114   0.6484585   0.4054317    0.333561   0.1252603  0.02251314  
    2464   0.9830948    1.639596    1.364559   0.8368394    0.648901   0.4059735   0.3340997   0.1256588  0.02264646  
    2465   0.9830966    1.638377    1.363966   0.8370675   0.6493437   0.4065162   0.3346393   0.1260585  0.02278054  
    2466   0.9830985    1.637158    1.363372   0.8372956   0.6497868   0.4070596   0.3351799   0.1264595   0.0229154  
    2467   0.9831005    1.635941    1.362779   0.8375239     0.65023   0.4076037   0.3357213   0.1268616  0.02305104  
    2468   0.9831026    1.634724    1.362186   0.8377523   0.6506736   0.4081486   0.3362636   0.1272651  0.02318746  
    2469   0.9831048    1.633509    1.361593   0.8379807   0.6511175   0.4086942   0.3368068   0.1276697  0.02332467  
    2470   0.9831078    1.632294    1.361002   0.8382104    0.651563   0.4092418   0.3373521   0.1280766  0.02346299  
    2471   0.9831102    1.631081    1.360409    0.838439   0.6520074    0.409789   0.3378972   0.1284838  0.02360179  
    2472   0.9831128    1.629868    1.359817   0.8386678   0.6524521   0.4103369   0.3384431   0.1288923   0.0237414  
    2473   0.9831154    1.628657    1.359226   0.8388966   0.6528971   0.4108856     0.33899    0.129302  0.02388181  
    2474   0.9831182    1.627446    1.358634   0.8391255   0.6533423   0.4114351   0.3395377    0.129713  0.02402304  
    2475   0.9831211    1.626237    1.358043   0.8393546   0.6537878   0.4119853   0.3400864   0.1301253  0.02416507  
    2476   0.9831247    1.625028    1.357452   0.8395848   0.6542351   0.4125375   0.3406372   0.1305397  0.02430826  
    2477   0.9831278    1.623821    1.356862    0.839814   0.6546812   0.4130892   0.3411877   0.1309546  0.02445195  
    2478    0.983131    1.622614    1.356271   0.8400434   0.6551276   0.4136418   0.3417392   0.1313707  0.02459647  
    2479   0.9831344    1.621409    1.355681   0.8402728   0.6555742    0.414195   0.3422915   0.1317881  0.02474183  
    2480   0.9831378    1.620204    1.355091   0.8405023   0.6560212   0.4147491   0.3428448   0.1322068  0.02488802  
    2481   0.9831413       1.619    1.354501   0.8407319   0.6564684   0.4153039    0.343399   0.1326268  0.02503506  
    2482   0.9831456    1.617797    1.353912   0.8409627   0.6569173   0.4158608   0.3439554   0.1330491  0.02518329  
    2483   0.9831494    1.616596    1.353322   0.8411925   0.6573651   0.4164172   0.3445114   0.1334718  0.02533204  
    2484   0.9831533    1.615395    1.352733   0.8414224   0.6578132   0.4169743   0.3450684   0.1338957  0.02548164  
    2485   0.9831572    1.614195    1.352144   0.8416524   0.6582615   0.4175323   0.3456264   0.1343209  0.02563211  
    2486   0.9831613    1.612996    1.351555   0.8418824   0.6587101    0.418091   0.3461852   0.1347475  0.02578344  
    2487   0.9831662    1.611798    1.350967   0.8421137   0.6591605   0.4186517   0.3467463   0.1351764  0.02593601  
    2488   0.9831705    1.610601    1.350379    0.842344   0.6596097    0.419212    0.347307   0.1356056   0.0260891  
    2489   0.9831749    1.609405    1.349791   0.8425744   0.6600592   0.4197731   0.3478687   0.1360362  0.02624308  
    2490   0.9831794     1.60821    1.349203   0.8428048   0.6605089    0.420335   0.3484313   0.1364681  0.02639795  
    2491    0.983184    1.607016    1.348615   0.8430354   0.6609589   0.4208976   0.3489949   0.1369014  0.02655371  
    2492   0.9831887    1.605823    1.348028    0.843266   0.6614093    0.421461   0.3495594   0.1373359  0.02671037  
    2493   0.9831942    1.604631    1.347441   0.8434979   0.6618613   0.4220265   0.3501261   0.1377729   0.0268683  
    2494   0.9831992     1.60344    1.346854   0.8437288   0.6623122   0.4225915   0.3506926   0.1382102  0.02702678  
    2495   0.9832042    1.602249    1.346267   0.8439597   0.6627634   0.4231574   0.3512599   0.1386489  0.02718618  
    2496   0.9832094     1.60106    1.345681   0.8441907   0.6632149   0.4237239   0.3518283   0.1390889  0.02734649  
    2497   0.9832146    1.599872    1.345094   0.8444218   0.6636666   0.4242913   0.3523976   0.1395303  0.02750773  
    2498     0.98322    1.598684    1.344508    0.844653   0.6641186   0.4248595   0.3529678    0.139973  0.02766989  
    2499   0.9832261    1.597497    1.343923   0.8448855   0.6645724   0.4254298   0.3535403   0.1404182  0.02783339  
    2500   0.9832317    1.596312    1.343337   0.8451169    0.665025   0.4259996   0.3541125   0.1408638  0.02799745  
    2501   0.9832374    1.595127    1.342752   0.8453484   0.6654779   0.4265702   0.3546856   0.1413107  0.02816245  
    2502   0.9832431    1.593943    1.342166   0.8455799    0.665931   0.4271416   0.3552597    0.141759   0.0283284  
